idx,modelID,modelName,disName,folderName,model_texture_name,resolution,qa,LQpQt
2153,53,piano,piano_simpL6_qp11_qt7_decompJPEG_1024x1024_Q75,upright-piano,INT0001_Textures_COL_4k,1024x1024,75,L6_qp11_qt7
2154,53,piano,piano_simpL6_qp11_qt7_decompJPEG_2048x2048_Q50,upright-piano,INT0001_Textures_COL_4k,2048x2048,50,L6_qp11_qt7
2155,53,piano,piano_simpL6_qp11_qt7_decompJPEG_2048x2048_Q75,upright-piano,INT0001_Textures_COL_4k,2048x2048,75,L6_qp11_qt7
2156,53,piano,piano_simpL6_qp11_qt7_decompJPEG_712x712_Q90,upright-piano,INT0001_Textures_COL_4k,712x712,90,L6_qp11_qt7
2157,53,piano,piano_simpL6_qp9_qt7_decompJPEG_2048x2048_Q75,upright-piano,INT0001_Textures_COL_4k,2048x2048,75,L6_qp9_qt7
2158,53,piano,piano_simpL7_qp10_qt7_decompJPEG_2048x2048_Q50,upright-piano,INT0001_Textures_COL_4k,2048x2048,50,L7_qp10_qt7
2159,53,piano,piano_simpL7_qp10_qt7_decompJPEG_712x712_Q50,upright-piano,INT0001_Textures_COL_4k,712x712,50,L7_qp10_qt7
2160,53,piano,piano_simpL7_qp10_qt7_decompJPEG_712x712_Q90,upright-piano,INT0001_Textures_COL_4k,712x712,90,L7_qp10_qt7
2161,53,piano,piano_simpL7_qp11_qt7_decompJPEG_1024x1024_Q25,upright-piano,INT0001_Textures_COL_4k,1024x1024,25,L7_qp11_qt7
2162,53,piano,piano_simpL8_qp10_qt7_decompJPEG_1024x1024_Q50,upright-piano,INT0001_Textures_COL_4k,1024x1024,50,L8_qp10_qt7
2163,53,piano,piano_simpL8_qp10_qt7_decompJPEG_2048x2048_Q25,upright-piano,INT0001_Textures_COL_4k,2048x2048,25,L8_qp10_qt7
2164,53,piano,piano_simpL8_qp10_qt7_decompJPEG_2048x2048_Q50,upright-piano,INT0001_Textures_COL_4k,2048x2048,50,L8_qp10_qt7
2165,53,piano,piano_simpL8_qp11_qt7_decompJPEG_1024x1024_Q75,upright-piano,INT0001_Textures_COL_4k,1024x1024,75,L8_qp11_qt7
2166,53,piano,piano_simpL8_qp11_qt7_decompJPEG_1440x1440_Q50,upright-piano,INT0001_Textures_COL_4k,1440x1440,50,L8_qp11_qt7
2167,53,piano,piano_simpL8_qp11_qt7_decompJPEG_1440x1440_Q90,upright-piano,INT0001_Textures_COL_4k,1440x1440,90,L8_qp11_qt7
2168,53,piano,piano_simpL9_qp10_qt7_decompJPEG_1440x1440_Q50,upright-piano,INT0001_Textures_COL_4k,1440x1440,50,L9_qp10_qt7
2169,53,piano,piano_simpL9_qp11_qt6_decompJPEG_2048x2048_Q25,upright-piano,INT0001_Textures_COL_4k,2048x2048,25,L9_qp11_qt6
2170,53,piano,piano_simpL9_qp11_qt7_decompJPEG_1440x1440_Q25,upright-piano,INT0001_Textures_COL_4k,1440x1440,25,L9_qp11_qt7
2171,53,piano,piano_simpL9_qp11_qt7_decompJPEG_512x512_Q25,upright-piano,INT0001_Textures_COL_4k,512x512,25,L9_qp11_qt7
2172,53,piano,piano_simpL9_qp8_qt6_decompJPEG_1440x1440_Q75,upright-piano,INT0001_Textures_COL_4k,1440x1440,75,L9_qp8_qt6
2173,53,piano,piano_simpL9_qp8_qt6_decompJPEG_2048x2048_Q75,upright-piano,INT0001_Textures_COL_4k,2048x2048,75,L9_qp8_qt6
2174,53,piano,piano_simpL9_qp9_qt6_decompJPEG_1024x1024_Q90,upright-piano,INT0001_Textures_COL_4k,1024x1024,90,L9_qp9_qt6
2175,53,piano,piano_simpL9_qp9_qt6_decompJPEG_1440x1440_Q25,upright-piano,INT0001_Textures_COL_4k,1440x1440,25,L9_qp9_qt6
2176,53,piano,piano_simpL9_qp9_qt6_decompJPEG_1440x1440_Q50,upright-piano,INT0001_Textures_COL_4k,1440x1440,50,L9_qp9_qt6
2177,53,piano,piano_simpL9_qp9_qt6_decompJPEG_1440x1440_Q90,upright-piano,INT0001_Textures_COL_4k,1440x1440,90,L9_qp9_qt6
2178,53,piano,piano_simpL9_qp9_qt6_decompJPEG_2048x2048_Q75,upright-piano,INT0001_Textures_COL_4k,2048x2048,75,L9_qp9_qt6
2179,53,piano,piano_simpL9_qp9_qt6_decompJPEG_2048x2048_Q90,upright-piano,INT0001_Textures_COL_4k,2048x2048,90,L9_qp9_qt6
2180,53,piano,piano_simpL9_qp9_qt6_decompJPEG_712x712_Q90,upright-piano,INT0001_Textures_COL_4k,712x712,90,L9_qp9_qt6
2181,53,piano,piano_simpL9_qp9_qt7_decompJPEG_1440x1440_Q25,upright-piano,INT0001_Textures_COL_4k,1440x1440,25,L9_qp9_qt7
2182,53,piano,piano_simpL9_qp9_qt7_decompJPEG_2048x2048_Q50,upright-piano,INT0001_Textures_COL_4k,2048x2048,50,L9_qp9_qt7
2183,53,piano,piano_simpL9_qp9_qt7_decompJPEG_512x512_Q25,upright-piano,INT0001_Textures_COL_4k,512x512,25,L9_qp9_qt7
2184,53,piano,piano_simpL9_qp9_qt7_decompJPEG_512x512_Q75,upright-piano,INT0001_Textures_COL_4k,512x512,75,L9_qp9_qt7
2185,40,pizza_bakedUV,pizza_bakedUV_simpL1_qp10_qt10_decompJPEG_512x512_Q25,pizza,pizza_bakedTexture,512x512,25,L1_qp10_qt10
2186,40,pizza_bakedUV,pizza_bakedUV_simpL1_qp11_qt10_decompJPEG_512x512_Q25,pizza,pizza_bakedTexture,512x512,25,L1_qp11_qt10
2187,40,pizza_bakedUV,pizza_bakedUV_simpL1_qp11_qt10_decompJPEG_512x512_Q50,pizza,pizza_bakedTexture,512x512,50,L1_qp11_qt10
2188,40,pizza_bakedUV,pizza_bakedUV_simpL1_qp11_qt10_decompJPEG_512x512_Q75,pizza,pizza_bakedTexture,512x512,75,L1_qp11_qt10
2189,40,pizza_bakedUV,pizza_bakedUV_simpL1_qp11_qt9_decompJPEG_512x512_Q50,pizza,pizza_bakedTexture,512x512,50,L1_qp11_qt9
2190,40,pizza_bakedUV,pizza_bakedUV_simpL1_qp7_qt7_decompJPEG_2048x2048_Q25,pizza,pizza_bakedTexture,2048x2048,25,L1_qp7_qt7
2191,40,pizza_bakedUV,pizza_bakedUV_simpL1_qp7_qt7_decompJPEG_712x712_Q10,pizza,pizza_bakedTexture,712x712,10,L1_qp7_qt7
2192,40,pizza_bakedUV,pizza_bakedUV_simpL10_qp11_qt8_decompJPEG_512x512_Q90,pizza,pizza_bakedTexture,512x512,90,L10_qp11_qt8
2193,40,pizza_bakedUV,pizza_bakedUV_simpL10_qp7_qt9_decompJPEG_1024x1024_Q90,pizza,pizza_bakedTexture,1024x1024,90,L10_qp7_qt9
2194,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp10_qt10_decompJPEG_712x712_Q50,pizza,pizza_bakedTexture,712x712,50,L2_qp10_qt10
2195,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp10_qt9_decompJPEG_712x712_Q50,pizza,pizza_bakedTexture,712x712,50,L2_qp10_qt9
2196,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp11_qt10_decompJPEG_512x512_Q25,pizza,pizza_bakedTexture,512x512,25,L2_qp11_qt10
2197,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp11_qt10_decompJPEG_512x512_Q50,pizza,pizza_bakedTexture,512x512,50,L2_qp11_qt10
2198,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp11_qt10_decompJPEG_512x512_Q75,pizza,pizza_bakedTexture,512x512,75,L2_qp11_qt10
2199,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp7_qt9_decompJPEG_1440x1440_Q50,pizza,pizza_bakedTexture,1440x1440,50,L2_qp7_qt9
2200,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp8_qt8_decompJPEG_2048x2048_Q50,pizza,pizza_bakedTexture,2048x2048,50,L2_qp8_qt8
2201,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp9_qt6_decompJPEG_512x512_Q50,pizza,pizza_bakedTexture,512x512,50,L2_qp9_qt6
2202,40,pizza_bakedUV,pizza_bakedUV_simpL2_qp9_qt7_decompJPEG_1024x1024_Q90,pizza,pizza_bakedTexture,1024x1024,90,L2_qp9_qt7
2203,40,pizza_bakedUV,pizza_bakedUV_simpL3_qp10_qt10_decompJPEG_1024x1024_Q10,pizza,pizza_bakedTexture,1024x1024,10,L3_qp10_qt10
2204,40,pizza_bakedUV,pizza_bakedUV_simpL3_qp11_qt8_decompJPEG_2048x2048_Q90,pizza,pizza_bakedTexture,2048x2048,90,L3_qp11_qt8
2205,40,pizza_bakedUV,pizza_bakedUV_simpL3_qp9_qt10_decompJPEG_512x512_Q10,pizza,pizza_bakedTexture,512x512,10,L3_qp9_qt10
2206,40,pizza_bakedUV,pizza_bakedUV_simpL4_qp10_qt10_decompJPEG_712x712_Q25,pizza,pizza_bakedTexture,712x712,25,L4_qp10_qt10
2207,40,pizza_bakedUV,pizza_bakedUV_simpL4_qp11_qt10_decompJPEG_712x712_Q50,pizza,pizza_bakedTexture,712x712,50,L4_qp11_qt10
2208,40,pizza_bakedUV,pizza_bakedUV_simpL4_qp11_qt9_decompJPEG_712x712_Q25,pizza,pizza_bakedTexture,712x712,25,L4_qp11_qt9
2209,40,pizza_bakedUV,pizza_bakedUV_simpL4_qp8_qt10_decompJPEG_712x712_Q25,pizza,pizza_bakedTexture,712x712,25,L4_qp8_qt10
2210,40,pizza_bakedUV,pizza_bakedUV_simpL4_qp9_qt8_decompJPEG_512x512_Q50,pizza,pizza_bakedTexture,512x512,50,L4_qp9_qt8
2211,40,pizza_bakedUV,pizza_bakedUV_simpL5_qp10_qt8_decompJPEG_1440x1440_Q25,pizza,pizza_bakedTexture,1440x1440,25,L5_qp10_qt8
2212,40,pizza_bakedUV,pizza_bakedUV_simpL5_qp11_qt10_decompJPEG_512x512_Q50,pizza,pizza_bakedTexture,512x512,50,L5_qp11_qt10
2213,40,pizza_bakedUV,pizza_bakedUV_simpL5_qp9_qt8_decompJPEG_712x712_Q25,pizza,pizza_bakedTexture,712x712,25,L5_qp9_qt8
2214,40,pizza_bakedUV,pizza_bakedUV_simpL6_qp10_qt7_decompJPEG_1440x1440_Q25,pizza,pizza_bakedTexture,1440x1440,25,L6_qp10_qt7
2215,40,pizza_bakedUV,pizza_bakedUV_simpL6_qp11_qt10_decompJPEG_712x712_Q25,pizza,pizza_bakedTexture,712x712,25,L6_qp11_qt10
2216,40,pizza_bakedUV,pizza_bakedUV_simpL6_qp7_qt9_decompJPEG_512x512_Q10,pizza,pizza_bakedTexture,512x512,10,L6_qp7_qt9
2217,40,pizza_bakedUV,pizza_bakedUV_simpL6_qp8_qt7_decompJPEG_2048x2048_Q90,pizza,pizza_bakedTexture,2048x2048,90,L6_qp8_qt7
2218,40,pizza_bakedUV,pizza_bakedUV_simpL6_qp9_qt9_decompJPEG_512x512_Q75,pizza,pizza_bakedTexture,512x512,75,L6_qp9_qt9
2219,40,pizza_bakedUV,pizza_bakedUV_simpL7_qp10_qt10_decompJPEG_2048x2048_Q75,pizza,pizza_bakedTexture,2048x2048,75,L7_qp10_qt10
2220,40,pizza_bakedUV,pizza_bakedUV_simpL7_qp10_qt6_decompJPEG_512x512_Q50,pizza,pizza_bakedTexture,512x512,50,L7_qp10_qt6
2221,40,pizza_bakedUV,pizza_bakedUV_simpL7_qp10_qt6_decompJPEG_512x512_Q75,pizza,pizza_bakedTexture,512x512,75,L7_qp10_qt6
2222,40,pizza_bakedUV,pizza_bakedUV_simpL7_qp10_qt8_decompJPEG_1024x1024_Q90,pizza,pizza_bakedTexture,1024x1024,90,L7_qp10_qt8
2223,40,pizza_bakedUV,pizza_bakedUV_simpL7_qp10_qt8_decompJPEG_512x512_Q25,pizza,pizza_bakedTexture,512x512,25,L7_qp10_qt8
2224,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp11_qt7_decompJPEG_1440x1440_Q75,pizza,pizza_bakedTexture,1440x1440,75,L8_qp11_qt7
2225,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp11_qt9_decompJPEG_2048x2048_Q10,pizza,pizza_bakedTexture,2048x2048,10,L8_qp11_qt9
2226,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp7_qt7_decompJPEG_2048x2048_Q90,pizza,pizza_bakedTexture,2048x2048,90,L8_qp7_qt7
2227,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp8_qt7_decompJPEG_1440x1440_Q75,pizza,pizza_bakedTexture,1440x1440,75,L8_qp8_qt7
2228,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp8_qt7_decompJPEG_2048x2048_Q75,pizza,pizza_bakedTexture,2048x2048,75,L8_qp8_qt7
2229,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp9_qt6_decompJPEG_2048x2048_Q75,pizza,pizza_bakedTexture,2048x2048,75,L8_qp9_qt6
2230,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp9_qt8_decompJPEG_712x712_Q90,pizza,pizza_bakedTexture,712x712,90,L8_qp9_qt8
2231,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp9_qt9_decompJPEG_1024x1024_Q50,pizza,pizza_bakedTexture,1024x1024,50,L8_qp9_qt9
2232,40,pizza_bakedUV,pizza_bakedUV_simpL8_qp9_qt9_decompJPEG_712x712_Q90,pizza,pizza_bakedTexture,712x712,90,L8_qp9_qt9
2233,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp10_qt7_decompJPEG_1440x1440_Q25,pizza,pizza_bakedTexture,1440x1440,25,L9_qp10_qt7
2234,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp11_qt10_decompJPEG_2048x2048_Q90,pizza,pizza_bakedTexture,2048x2048,90,L9_qp11_qt10
2235,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp11_qt7_decompJPEG_2048x2048_Q90,pizza,pizza_bakedTexture,2048x2048,90,L9_qp11_qt7
2236,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp7_qt8_decompJPEG_1440x1440_Q90,pizza,pizza_bakedTexture,1440x1440,90,L9_qp7_qt8
2237,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp8_qt10_decompJPEG_1440x1440_Q50,pizza,pizza_bakedTexture,1440x1440,50,L9_qp8_qt10
2238,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp8_qt7_decompJPEG_2048x2048_Q90,pizza,pizza_bakedTexture,2048x2048,90,L9_qp8_qt7
2239,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp8_qt8_decompJPEG_1440x1440_Q50,pizza,pizza_bakedTexture,1440x1440,50,L9_qp8_qt8
2240,40,pizza_bakedUV,pizza_bakedUV_simpL9_qp9_qt9_decompJPEG_2048x2048_Q90,pizza,pizza_bakedTexture,2048x2048,90,L9_qp9_qt9
2241,26,PlaningMachine200K,PlaningMachine200K_simpL1_qp10_qt10_decompJPEG_1024x1024_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,75,L1_qp10_qt10
2242,26,PlaningMachine200K,PlaningMachine200K_simpL1_qp10_qt10_decompJPEG_712x712_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,75,L1_qp10_qt10
2243,26,PlaningMachine200K,PlaningMachine200K_simpL1_qp11_qt10_decompJPEG_2048x2048_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,90,L1_qp11_qt10
2244,26,PlaningMachine200K,PlaningMachine200K_simpL1_qp11_qt7_decompJPEG_1024x1024_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,10,L1_qp11_qt7
2245,26,PlaningMachine200K,PlaningMachine200K_simpL1_qp7_qt7_decompJPEG_512x512_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,10,L1_qp7_qt7
2246,26,PlaningMachine200K,PlaningMachine200K_simpL1_qp8_qt9_decompJPEG_1024x1024_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,90,L1_qp8_qt9
2247,26,PlaningMachine200K,PlaningMachine200K_simpL10_qp7_qt6_decompJPEG_712x712_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,90,L10_qp7_qt6
2248,26,PlaningMachine200K,PlaningMachine200K_simpL10_qp7_qt7_decompJPEG_1024x1024_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,75,L10_qp7_qt7
2249,26,PlaningMachine200K,PlaningMachine200K_simpL10_qp7_qt7_decompJPEG_2048x2048_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,75,L10_qp7_qt7
2250,26,PlaningMachine200K,PlaningMachine200K_simpL10_qp7_qt7_decompJPEG_2048x2048_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,90,L10_qp7_qt7
2251,26,PlaningMachine200K,PlaningMachine200K_simpL10_qp8_qt10_decompJPEG_1440x1440_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1440x1440,90,L10_qp8_qt10
2252,26,PlaningMachine200K,PlaningMachine200K_simpL2_qp7_qt6_decompJPEG_512x512_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,25,L2_qp7_qt6
2253,26,PlaningMachine200K,PlaningMachine200K_simpL2_qp8_qt6_decompJPEG_512x512_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,75,L2_qp8_qt6
2254,26,PlaningMachine200K,PlaningMachine200K_simpL2_qp9_qt9_decompJPEG_1024x1024_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,90,L2_qp9_qt9
2255,26,PlaningMachine200K,PlaningMachine200K_simpL3_qp9_qt7_decompJPEG_1024x1024_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,90,L3_qp9_qt7
2256,26,PlaningMachine200K,PlaningMachine200K_simpL5_qp7_qt10_decompJPEG_2048x2048_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,25,L5_qp7_qt10
2257,26,PlaningMachine200K,PlaningMachine200K_simpL7_qp10_qt6_decompJPEG_512x512_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,75,L7_qp10_qt6
2258,26,PlaningMachine200K,PlaningMachine200K_simpL7_qp10_qt8_decompJPEG_2048x2048_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,25,L7_qp10_qt8
2259,26,PlaningMachine200K,PlaningMachine200K_simpL7_qp11_qt6_decompJPEG_1024x1024_Q50,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,50,L7_qp11_qt6
2260,26,PlaningMachine200K,PlaningMachine200K_simpL7_qp11_qt6_decompJPEG_512x512_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,75,L7_qp11_qt6
2261,26,PlaningMachine200K,PlaningMachine200K_simpL7_qp11_qt6_decompJPEG_512x512_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,90,L7_qp11_qt6
2262,26,PlaningMachine200K,PlaningMachine200K_simpL7_qp9_qt6_decompJPEG_1024x1024_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,90,L7_qp9_qt6
2263,26,PlaningMachine200K,PlaningMachine200K_simpL7_qp9_qt6_decompJPEG_1440x1440_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1440x1440,25,L7_qp9_qt6
2264,26,PlaningMachine200K,PlaningMachine200K_simpL8_qp11_qt10_decompJPEG_512x512_Q50,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,50,L8_qp11_qt10
2265,26,PlaningMachine200K,PlaningMachine200K_simpL8_qp7_qt10_decompJPEG_1024x1024_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,10,L8_qp7_qt10
2266,26,PlaningMachine200K,PlaningMachine200K_simpL8_qp8_qt10_decompJPEG_512x512_Q50,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,50,L8_qp8_qt10
2267,26,PlaningMachine200K,PlaningMachine200K_simpL8_qp9_qt10_decompJPEG_712x712_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,90,L8_qp9_qt10
2268,26,PlaningMachine200K,PlaningMachine200K_simpL8_qp9_qt8_decompJPEG_1024x1024_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,90,L8_qp9_qt8
2269,26,PlaningMachine200K,PlaningMachine200K_simpL8_qp9_qt9_decompJPEG_512x512_Q50,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,50,L8_qp9_qt9
2270,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp10_qt10_decompJPEG_512x512_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,75,L9_qp10_qt10
2271,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp10_qt6_decompJPEG_1024x1024_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,90,L9_qp10_qt6
2272,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp10_qt6_decompJPEG_712x712_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,25,L9_qp10_qt6
2273,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp10_qt7_decompJPEG_712x712_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,25,L9_qp10_qt7
2274,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp7_qt7_decompJPEG_512x512_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,25,L9_qp7_qt7
2275,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt10_decompJPEG_1440x1440_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1440x1440,90,L9_qp8_qt10
2276,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_1024x1024_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1024x1024,75,L9_qp8_qt6
2277,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_1440x1440_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1440x1440,10,L9_qp8_qt6
2278,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_1440x1440_Q50,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1440x1440,50,L9_qp8_qt6
2279,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_1440x1440_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1440x1440,90,L9_qp8_qt6
2280,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_2048x2048_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,10,L9_qp8_qt6
2281,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_2048x2048_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,25,L9_qp8_qt6
2282,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_2048x2048_Q75,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,75,L9_qp8_qt6
2283,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_2048x2048_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,2048x2048,90,L9_qp8_qt6
2284,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_512x512_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,25,L9_qp8_qt6
2285,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_512x512_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,90,L9_qp8_qt6
2286,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_712x712_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,10,L9_qp8_qt6
2287,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_712x712_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,25,L9_qp8_qt6
2288,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_712x712_Q50,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,50,L9_qp8_qt6
2289,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_712x712_Q90,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,712x712,90,L9_qp8_qt6
2290,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt7_decompJPEG_1440x1440_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,1440x1440,10,L9_qp8_qt7
2291,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt7_decompJPEG_512x512_Q10,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,10,L9_qp8_qt7
2292,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt7_decompJPEG_512x512_Q25,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,25,L9_qp8_qt7
2293,26,PlaningMachine200K,PlaningMachine200K_simpL9_qp8_qt7_decompJPEG_512x512_Q50,horizontal-and-vertical-planing-machine,PlaningMachine_4K_albedo,512x512,50,L9_qp8_qt7
2294,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp11_qt8_decompJPEG_512x512_Q50,arthropod-hepatus-epheliticus,PRI_Hepatus,512x512,50,L1_qp11_qt8
2295,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp11_qt8_decompJPEG_712x712_Q25,arthropod-hepatus-epheliticus,PRI_Hepatus,712x712,25,L1_qp11_qt8
2296,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp11_qt9_decompJPEG_712x712_Q10,arthropod-hepatus-epheliticus,PRI_Hepatus,712x712,10,L1_qp11_qt9
2297,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp7_qt6_decompJPEG_512x512_Q10,arthropod-hepatus-epheliticus,PRI_Hepatus,512x512,10,L1_qp7_qt6
2298,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp8_qt10_decompJPEG_2048x2048_Q50,arthropod-hepatus-epheliticus,PRI_Hepatus,2048x2048,50,L1_qp8_qt10
2299,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp8_qt9_decompJPEG_2048x2048_Q50,arthropod-hepatus-epheliticus,PRI_Hepatus,2048x2048,50,L1_qp8_qt9
2300,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp9_qt10_decompJPEG_712x712_Q10,arthropod-hepatus-epheliticus,PRI_Hepatus,712x712,10,L1_qp9_qt10
2301,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp9_qt7_decompJPEG_512x512_Q10,arthropod-hepatus-epheliticus,PRI_Hepatus,512x512,10,L1_qp9_qt7
2302,9,PRI_Hepatus,PRI_Hepatus_simpL1_qp9_qt9_decompJPEG_512x512_Q10,arthropod-hepatus-epheliticus,PRI_Hepatus,512x512,10,L1_qp9_qt9
2303,9,PRI_Hepatus,PRI_Hepatus_simpL2_qp10_qt10_decompJPEG_512x512_Q10,arthropod-hepatus-epheliticus,PRI_Hepatus,512x512,10,L2_qp10_qt10
